"","SiteID","Season","Year","X","SiteCodeB","SiteLength","Date","JD","PairedEvent","NumPass","MeanFL","MinMarkLength","Species","Mark","Recap","Run1Cap","Run2Cap","CE","CEAbund","PetersonAbund","SE","Upper95","Lower95","CEgroup","distinct","P.Run2Cap","SiteCodeC","MeanCEAbund","MeanCE","LowerCE","UpperCE","Density_MeanCE","AgeClass","SampleType","Section","BassSection","BassExperiment"
"383","PF3_A","Spring",2019,94,"PF3_A 2019 E",210,"2019-06-26",177,"E",1,152.135802469136,NA,"RBT",81,0,81,0,NA,NA,NA,NA,NA,NA,1,"PF3_A_2019_Spring",0,"Spring 1",312.875536480687,0.258888888888889,0.16824845395809,0.349529323819688,1.48988350705089,"Age1andUp","Abundance","PF3","PF3_pre","before"
"384","PF3_A","Spring",2019,94,"PF3_A 2019 E",210,"2019-06-26",177,"E",1,138.479166666667,NA,"RBT",83,0,96,0,NA,NA,NA,NA,NA,NA,1,"PF3_A_2019_Spring",0,"Spring 1",423.529411764705,0.226666666666667,0.143858116383498,0.309475216949835,2.01680672268907,"Age0andUp","Abundance","PF3","PF3_pre","before"
"385","PF3_A","Spring",2019,94,"PF3_A 2019 E",210,"2019-06-26",177,"E",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_A_2019_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"All","Abundance","PF3","PF3_pre","before"
"386","PF3_A","Spring",2022,94,"PF3_A 2022 I",210,"2022-06-29",180,"I",1,61.2873563218391,NA,"RBT",24,0,87,0,NA,NA,NA,NA,NA,NA,1,"PF3_A_2022_Spring",0,"Spring",366.315789473684,0.2375,-0.0196885482157658,0.494688548215766,1.74436090225564,"Age0","Abundance","PF3","PF3_pre","before"
"387","PF3_A","Spring",2022,97,"PF3_A 2022 I",210,"2022-06-29",180,"I",1,70.8947368421053,NA,"RBT",32,0,95,0,NA,NA,NA,NA,NA,NA,1,"PF3_A_2022_Spring",0,"Spring 1",419.117647058823,0.226666666666667,0.143858116383498,0.309475216949835,1.99579831932773,"Age0andUp","Abundance","PF3","PF3_pre","before"
"388","PF3_A","Spring",2022,97,"PF3_A 2022 I",210,"2022-06-29",180,"I",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_A_2022_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"All","Abundance","PF3","PF3_pre","before"
"389","PF3_A","Spring",2022,97,"PF3_A 2022 I",210,"2022-06-29",180,"I",1,175.375,NA,"RBT",8,0,8,0,NA,NA,NA,NA,NA,NA,1,"PF3_A_2022_Spring",0,"Spring 1",30.9012875536481,0.258888888888889,0.16824845395809,0.349529323819688,0.147148988350705,"Age1andUp","Abundance","PF3","PF3_pre","before"
"390","PF3_A","Spring",2023,99,"PF3_A 2023 J",210,"2023-06-27",178,"J",2,128.134715025907,99,"RBT",105,39,110,83,0.37,297.3,222,19.853586024917,261,183,1,"PF3_A_2023_Spring",0.754545454545455,"Spring 1",424.892703862661,0.258888888888889,0.16824845395809,0.349529323819688,2.02329858982219,"Age1andUp","Abundance","PF3","PF3_pre","before"
"391","PF3_A","Spring",2023,96,"PF3_A 2023 J",210,"2023-06-28",179,"J",2,56.5352112676056,46,"RBT",30,5,40,31,0.17,235.29,164,50.5838922852933,263,65,1,"PF3_A_2023_Spring",0.775,"Spring",168.421052631579,0.2375,-0.0196885482157658,0.494688548215766,0.802005012531328,"Age0","Abundance","PF3","PF3_pre","before"
"392","PF3_A","Spring",2023,99,"PF3_A 2023 J",210,"2023-06-28",179,"J",2,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_A_2023_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"All","Abundance","PF3","PF3_pre","before"
"393","PF3_A","Spring",2023,99,"PF3_A 2023 J",210,"2023-06-28",179,"J",2,108.878787878788,46,"RBT",135,44,150,114,0.33,454.55,347,32.7036827314223,411,283,1,"PF3_A_2023_Spring",0.76,"Spring 1",661.764705882352,0.226666666666667,0.143858116383498,0.309475216949835,3.15126050420168,"Age0andUp","Abundance","PF3","PF3_pre","before"
"394","PF3_B","Fall",2022,101,"PF3_B 2022 B",160,"2022-10-14",287,"B",2,131.142857142857,61,"RBT",31,10,33,30,0.32,103.12,89,16.939366834694,122,56,1,"PF3_B_2022_Fall",0.909090909090909,"Fall 1",87.4558303886926,0.377333333333333,0.250791479914527,0.50387518675214,0.546598939929329,"Age1andUp","Abundance","PF3","PF3_pre","before"
"395","PF3_B","Fall",2022,98,"PF3_B 2022 B",160,"2022-10-14",287,"B",2,74.7674418604651,50,"RBT",99,19,106,109,0.19,557.89,549,97.1008312455225,740,358,1,"PF3_B_2022_Fall",1.02830188679245,"Fall",355.307262569833,0.298333333333333,0.231709442546849,0.364957224119818,2.22067039106145,"Age0","Abundance","PF3","PF3_pre","before"
"396","PF3_B","Fall",2022,101,"PF3_B 2022 B",160,"2022-10-14",287,"B",2,87.5431654676259,50,"RBT",130,29,139,139,0.22,631.82,610,85.4583677382587,778,442,1,"PF3_B_2022_Fall",1,"Fall 1",525.111111111111,0.264705882352941,0.208935518405683,0.3204762463002,3.28194444444445,"Age0andUp","Abundance","PF3","PF3_pre","before"
"397","PF3_B","Fall",2022,101,"PF3_B 2022 B",160,"2022-10-14",287,"B",2,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_B_2022_Fall",NA,"Fall 1",0,0.377333333333333,0.250791479914527,0.50387518675214,0,"All","Abundance","PF3","PF3_pre","before"
"398","PF3_B","Spring",2020,100,"PF3_B 2020 A",160,"2020-06-23",175,"A",1,173.55,NA,"RBT",40,0,40,0,NA,NA,NA,NA,NA,NA,1,"PF3_B_2020_Spring",0,"Spring 1",154.50643776824,0.258888888888889,0.16824845395809,0.349529323819688,0.965665236051502,"Age1andUp","Abundance","PF3","PF3_post","after"
"399","PF3_B","Spring",2020,97,"PF3_B 2020 A",160,"2020-06-23",175,"A",1,57.8,NA,"RBT",54,0,60,0,NA,NA,NA,NA,NA,NA,1,"PF3_B_2020_Spring",0,"Spring",252.631578947368,0.2375,-0.0196885482157658,0.494688548215766,1.57894736842105,"Age0","Abundance","PF3","PF3_post","after"
"400","PF3_B","Spring",2020,100,"PF3_B 2020 A",160,"2020-06-23",175,"A",1,104.1,NA,"RBT",94,0,100,0,NA,NA,NA,NA,NA,NA,1,"PF3_B_2020_Spring",0,"Spring 1",441.176470588235,0.226666666666667,0.143858116383498,0.309475216949835,2.75735294117647,"Age0andUp","Abundance","PF3","PF3_post","after"
"401","PF3_B","Spring",2020,100,"PF3_B 2020 A",160,"2020-06-23",175,"A",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_B_2020_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"All","Abundance","PF3","PF3_post","after"
"402","PF3_DSC_A","Fall",2018,103,"PF3_DSC_A 2018 B",450,"2018-10-29",302,"B",1,124.186440677966,NA,"RBT",59,0,59,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2018_Fall",0,"Fall 1",156.360424028269,0.377333333333333,0.250791479914527,0.50387518675214,0.347467608951708,"Age1andUp","Supplementary","PF3","PF3",NA
"403","PF3_DSC_A","Fall",2018,103,"PF3_DSC_A 2018 B",450,"2018-10-29",302,"B",1,85.7972350230415,NA,"RBT",198,0,217,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2018_Fall",0,"Fall 1",819.777777777778,0.264705882352941,0.208935518405683,0.3204762463002,1.82172839506173,"Age0andUp","Supplementary","PF3","PF3",NA
"404","PF3_DSC_A","Fall",2018,100,"PF3_DSC_A 2018 B",450,"2018-10-29",302,"B",1,71.4620253164557,NA,"RBT",139,0,158,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2018_Fall",0,"Fall",529.608938547487,0.298333333333333,0.231709442546849,0.364957224119818,1.17690875232775,"Age0","Supplementary","PF3","PF3",NA
"405","PF3_DSC_A","Fall",2018,103,"PF3_DSC_A 2018 B",450,"2018-10-29",302,"B",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2018_Fall",NA,"Fall 1",0,0.377333333333333,0.250791479914527,0.50387518675214,0,"All","Supplementary","PF3","PF3",NA
"406","PF3_DSC_A","Fall",2021,103,"PF3_DSC_A 2021 E",450,"2021-10-12",285,"E",1,77.5,NA,"RBT",15,0,20,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2021_Fall",0,"Fall",67.0391061452515,0.298333333333333,0.231709442546849,0.364957224119818,0.148975791433892,"Age0","Supplementary","PF3","PF3_post","after"
"407","PF3_DSC_A","Fall",2021,106,"PF3_DSC_A 2021 E",450,"2021-10-12",285,"E",1,139.547368421053,NA,"RBT",90,0,95,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2021_Fall",0,"Fall 1",358.888888888889,0.264705882352941,0.208935518405683,0.3204762463002,0.797530864197531,"Age0andUp","Supplementary","PF3","PF3_post","after"
"408","PF3_DSC_A","Fall",2021,106,"PF3_DSC_A 2021 E",450,"2021-10-12",285,"E",1,189.5,NA,"Bass",0,0,4,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2021_Fall",0,"Fall 1",10.6007067137809,0.377333333333333,0.250791479914527,0.50387518675214,0.0235571260306243,"All","Supplementary","PF3","PF3_post","after"
"409","PF3_DSC_A","Fall",2021,106,"PF3_DSC_A 2021 E",450,"2021-10-12",285,"E",1,156.093333333333,NA,"RBT",75,0,75,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2021_Fall",0,"Fall 1",198.763250883392,0.377333333333333,0.250791479914527,0.50387518675214,0.441696113074205,"Age1andUp","Supplementary","PF3","PF3_post","after"
"410","PF3_DSC_A","Fall",2022,107,"PF3_DSC_A 2022 G",450,"2022-10-11",284,"G",1,100.411764705882,NA,"RBT",247,0,289,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2022_Fall",0,"Fall 1",1091.77777777778,0.264705882352941,0.208935518405683,0.3204762463002,2.42617283950617,"Age0andUp","Supplementary","PF3","PF3_pre","before"
"411","PF3_DSC_A","Fall",2022,104,"PF3_DSC_A 2022 G",450,"2022-10-11",284,"G",1,77.5744680851064,NA,"RBT",149,0,188,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2022_Fall",0,"Fall",630.167597765364,0.298333333333333,0.231709442546849,0.364957224119818,1.40037243947859,"Age0","Supplementary","PF3","PF3_pre","before"
"412","PF3_DSC_A","Fall",2022,107,"PF3_DSC_A 2022 G",450,"2022-10-11",284,"G",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2022_Fall",NA,"Fall 1",0,0.377333333333333,0.250791479914527,0.50387518675214,0,"All","Supplementary","PF3","PF3_pre","before"
"413","PF3_DSC_A","Fall",2022,107,"PF3_DSC_A 2022 G",450,"2022-10-11",284,"G",1,142.920792079208,NA,"RBT",98,0,101,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2022_Fall",0,"Fall 1",267.667844522968,0.377333333333333,0.250791479914527,0.50387518675214,0.594817432273263,"Age1andUp","Supplementary","PF3","PF3_pre","before"
"414","PF3_DSC_A","Spring",2017,102,"PF3_DSC_A 2017 A",450,"2017-06-20",171,"A",1,146,NA,"RBT",16,0,16,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2017_Spring",0,"Spring 1",61.8025751072961,0.258888888888889,0.16824845395809,0.349529323819688,0.137339055793991,"Age1andUp","Supplementary","PF3","PF3",NA
"415","PF3_DSC_A","Spring",2017,99,"PF3_DSC_A 2017 A",450,"2017-06-20",171,"A",1,74.9166666666667,NA,"RBT",12,0,12,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2017_Spring",0,"Spring",50.5263157894737,0.2375,-0.0196885482157658,0.494688548215766,0.112280701754386,"Age0","Supplementary","PF3","PF3",NA
"416","PF3_DSC_A","Spring",2017,102,"PF3_DSC_A 2017 A",450,"2017-06-20",171,"A",1,115.535714285714,NA,"RBT",28,0,28,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2017_Spring",0,"Spring 1",123.529411764706,0.226666666666667,0.143858116383498,0.309475216949835,0.274509803921568,"Age0andUp","Supplementary","PF3","PF3",NA
"417","PF3_DSC_A","Spring",2017,102,"PF3_DSC_A 2017 A",450,"2017-06-20",171,"A",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2017_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"All","Supplementary","PF3","PF3",NA
"418","PF3_DSC_A","Spring",2018,104,"PF3_DSC_A 2018 C",450,"2018-06-27",178,"C",1,126.957894736842,NA,"RBT",85,0,95,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2018_Spring",0,"Spring 1",419.117647058823,0.226666666666667,0.143858116383498,0.309475216949835,0.931372549019606,"Age0andUp","Supplementary","PF3","PF3",NA
"419","PF3_DSC_A","Spring",2018,104,"PF3_DSC_A 2018 C",450,"2018-06-27",178,"C",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2018_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"All","Supplementary","PF3","PF3",NA
"420","PF3_DSC_A","Spring",2018,101,"PF3_DSC_A 2018 C",450,"2018-06-27",178,"C",1,58.2857142857143,NA,"RBT",4,0,14,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2018_Spring",0,"Spring",58.9473684210526,0.2375,-0.0196885482157658,0.494688548215766,0.130994152046784,"Age0","Supplementary","PF3","PF3",NA
"421","PF3_DSC_A","Spring",2018,104,"PF3_DSC_A 2018 C",450,"2018-06-27",178,"C",1,138.827160493827,NA,"RBT",81,0,81,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2018_Spring",0,"Spring 1",312.875536480687,0.258888888888889,0.16824845395809,0.349529323819688,0.695278969957081,"Age1andUp","Supplementary","PF3","PF3",NA
"422","PF3_DSC_A","Spring",2019,105,"PF3_DSC_A 2019 D",450,"2019-06-25",176,"D",1,157.078947368421,NA,"RBT",36,0,38,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2019_Spring",0,"Spring 1",167.647058823529,0.226666666666667,0.143858116383498,0.309475216949835,0.372549019607843,"Age0andUp","Supplementary","PF3","PF3",NA
"423","PF3_DSC_A","Spring",2019,105,"PF3_DSC_A 2019 D",450,"2019-06-25",176,"D",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2019_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"All","Supplementary","PF3","PF3",NA
"424","PF3_DSC_A","Spring",2019,102,"PF3_DSC_A 2019 D",450,"2019-06-25",176,"D",1,68,NA,"RBT",1,0,1,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2019_Spring",0,"Spring",4.21052631578947,0.2375,-0.0196885482157658,0.494688548215766,0.00935672514619883,"Age0","Supplementary","PF3","PF3",NA
"425","PF3_DSC_A","Spring",2019,105,"PF3_DSC_A 2019 D",450,"2019-06-25",176,"D",1,159.486486486486,NA,"RBT",35,0,37,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2019_Spring",0,"Spring 1",142.918454935622,0.258888888888889,0.16824845395809,0.349529323819688,0.317596566523605,"Age1andUp","Supplementary","PF3","PF3",NA
"426","PF3_DSC_A","Spring",2022,108,"PF3_DSC_A 2022 F",450,"2022-06-30",181,"F",1,164.789473684211,NA,"RBT",19,0,19,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2022_Spring",0,"Spring 1",73.3905579399141,0.258888888888889,0.16824845395809,0.349529323819688,0.163090128755365,"Age1andUp","Supplementary","PF3","PF3",NA
"427","PF3_DSC_A","Spring",2022,108,"PF3_DSC_A 2022 F",450,"2022-06-30",181,"F",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2022_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,0,"All","Supplementary","PF3","PF3",NA
"428","PF3_DSC_A","Spring",2022,105,"PF3_DSC_A 2022 F",450,"2022-06-30",181,"F",1,68.8085106382979,NA,"RBT",26,0,47,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2022_Spring",0,"Spring",197.894736842105,0.2375,-0.0196885482157658,0.494688548215766,0.439766081871345,"Age0","Supplementary","PF3","PF3",NA
"429","PF3_DSC_A","Spring",2022,108,"PF3_DSC_A 2022 F",450,"2022-06-30",181,"F",1,96.4393939393939,NA,"RBT",45,0,66,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_A_2022_Spring",0,"Spring 1",291.176470588235,0.226666666666667,0.143858116383498,0.309475216949835,0.647058823529411,"Age0andUp","Supplementary","PF3","PF3",NA
"430","PF3_DSC_B","Spring",2020,109,"PF3_DSC_B 2020 A",409,"2020-06-24",176,"A",1,107,NA,"Bass",0,0,1,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_B_2020_Spring",0,"Spring 1",3.86266094420601,0.258888888888889,0.16824845395809,0.349529323819688,0.00944415878778975,"All","Supplementary","PF3","PF3",NA
"431","PF3_DSC_B","Spring",2020,106,"PF3_DSC_B 2020 A",409,"2020-06-24",176,"A",1,55.8983050847458,NA,"RBT",5,0,59,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_B_2020_Spring",0,"Spring",248.421052631579,0.2375,-0.0196885482157658,0.494688548215766,0.607386436752027,"Age0","Supplementary","PF3","PF3",NA
"432","PF3_DSC_B","Spring",2020,109,"PF3_DSC_B 2020 A",409,"2020-06-24",176,"A",1,115.247933884298,NA,"RBT",67,0,121,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_B_2020_Spring",0,"Spring 1",533.823529411764,0.226666666666667,0.143858116383498,0.309475216949835,1.30519200345175,"Age0andUp","Supplementary","PF3","PF3",NA
"433","PF3_DSC_B","Spring",2020,109,"PF3_DSC_B 2020 A",409,"2020-06-24",176,"A",1,171.725806451613,NA,"RBT",62,0,62,0,NA,NA,NA,NA,NA,NA,1,"PF3_DSC_B_2020_Spring",0,"Spring 1",239.484978540772,0.258888888888889,0.16824845395809,0.349529323819688,0.585537844842964,"Age1andUp","Supplementary","PF3","PF3",NA
"434","PF3_OP","Spring",2022,107,"PF3_OP 2022 A",0,"2022-06-30",181,"A",1,63.5714285714286,NA,"RBT",3,0,7,0,NA,NA,NA,NA,NA,NA,1,"PF3_OP_2022_Spring",0,"Spring",29.4736842105263,0.2375,-0.0196885482157658,0.494688548215766,NA,"Age0","Supplementary","PF3","PF3",NA
"435","PF3_OP","Spring",2022,110,"PF3_OP 2022 A",0,"2022-06-30",181,"A",1,110.142857142857,NA,"RBT",9,0,14,0,NA,NA,NA,NA,NA,NA,1,"PF3_OP_2022_Spring",0,"Spring 1",61.7647058823529,0.226666666666667,0.143858116383498,0.309475216949835,NA,"Age0andUp","Supplementary","PF3","PF3",NA
"436","PF3_OP","Spring",2022,110,"PF3_OP 2022 A",0,"2022-06-30",181,"A",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF3_OP_2022_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","PF3","PF3",NA
"437","PF3_OP","Spring",2022,110,"PF3_OP 2022 A",0,"2022-06-30",181,"A",1,156.714285714286,NA,"RBT",6,0,7,0,NA,NA,NA,NA,NA,NA,1,"PF3_OP_2022_Spring",0,"Spring 1",27.038626609442,0.258888888888889,0.16824845395809,0.349529323819688,NA,"Age1andUp","Supplementary","PF3","PF3",NA
"438","PF4_A","Fall",2019,108,"PF4_A 2019 A",275,"2019-10-16",289,"A",1,88.5833333333333,NA,"RBT",59,0,60,0,NA,NA,NA,NA,NA,NA,1,"PF4_A_2019_Fall",0,"Fall",201.117318435754,0.298333333333333,0.231709442546849,0.364957224119818,0.731335703402743,"Age0","Abundance","PF4","PF4",NA
"439","PF4_A","Fall",2019,111,"PF4_A 2019 A",275,"2019-10-16",289,"A",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF4_A_2019_Fall",NA,"Fall 1",0,0.377333333333333,0.250791479914527,0.50387518675214,0,"All","Abundance","PF4","PF4",NA
"440","PF4_A","Fall",2019,111,"PF4_A 2019 A",275,"2019-10-16",289,"A",1,121.740740740741,NA,"RBT",134,0,135,0,NA,NA,NA,NA,NA,NA,1,"PF4_A_2019_Fall",0,"Fall 1",510,0.264705882352941,0.208935518405683,0.3204762463002,1.85454545454546,"Age0andUp","Abundance","PF4","PF4",NA
"441","PF4_A","Fall",2019,111,"PF4_A 2019 A",275,"2019-10-16",289,"A",1,148.266666666667,NA,"RBT",75,0,75,0,NA,NA,NA,NA,NA,NA,1,"PF4_A_2019_Fall",0,"Fall 1",198.763250883392,0.377333333333333,0.250791479914527,0.50387518675214,0.722775457757791,"Age1andUp","Abundance","PF4","PF4",NA
"442","PF4_B","Fall",2023,112,"PF4_B 2023 B",0,"2023-10-11",284,"B",1,139.733333333333,NA,"RBT",15,0,15,0,NA,NA,NA,NA,NA,NA,1,"PF4_B_2023_Fall",0,"Fall 1",39.7526501766785,0.377333333333333,0.250791479914527,0.50387518675214,NA,"Age1andUp","Abundance","PF4","PF4",NA
"443","PF4_B","Fall",2023,112,"PF4_B 2023 B",0,"2023-10-11",284,"B",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF4_B_2023_Fall",NA,"Fall 1",0,0.377333333333333,0.250791479914527,0.50387518675214,NA,"All","Abundance","PF4","PF4",NA
"444","PF4_B","Fall",2023,112,"PF4_B 2023 B",0,"2023-10-11",284,"B",1,95.1538461538462,NA,"RBT",29,0,39,0,NA,NA,NA,NA,NA,NA,1,"PF4_B_2023_Fall",0,"Fall 1",147.333333333333,0.264705882352941,0.208935518405683,0.3204762463002,NA,"Age0andUp","Abundance","PF4","PF4",NA
"445","PF4_B","Fall",2023,109,"PF4_B 2023 B",0,"2023-10-11",284,"B",1,67.2916666666667,NA,"RBT",14,0,24,0,NA,NA,NA,NA,NA,NA,1,"PF4_B_2023_Fall",0,"Fall",80.4469273743018,0.298333333333333,0.231709442546849,0.364957224119818,NA,"Age0","Abundance","PF4","PF4",NA
"446","PF4_B","Spring",2023,113,"PF4_B 2023 A",0,"2023-06-29",180,"A",2,131.961165048544,99,"RBT",45,21,45,58,0.47,95.74,122,14.7137985499529,151,93,1,"PF4_B_2023_Spring",1.28888888888889,"Spring 1",173.81974248927,0.258888888888889,0.16824845395809,0.349529323819688,NA,"Age1andUp","Abundance","PF4","PF4",NA
"447","PF4_B","Spring",2023,113,"PF4_B 2023 A",0,"2023-06-28",179,"A",2,114.614814814815,45,"RBT",63,22,65,70,0.35,185.71,197,26.5398370183448,249,145,1,"PF4_B_2023_Spring",1.07692307692308,"Spring 1",286.764705882353,0.226666666666667,0.143858116383498,0.309475216949835,NA,"Age0andUp","Abundance","PF4","PF4",NA
"448","PF4_B","Spring",2023,113,"PF4_B 2023 A",0,"2023-06-28",179,"A",2,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF4_B_2023_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Abundance","PF4","PF4",NA
"449","PF4_B","Spring",2023,110,"PF4_B 2023 A",0,"2023-06-28",179,"A",2,58.78125,45,"RBT",18,1,20,12,0.06,333.33,122,62.0409810797132,244,0,1,"PF4_B_2023_Spring",0.6,"Spring",84.2105263157895,0.2375,-0.0196885482157658,0.494688548215766,NA,"Age0","Abundance","PF4","PF4",NA
"450","PF4_USC_A","Fall",2023,114,"PF4_USC_A 2023 B",0,"2023-10-11",284,"B",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF4_USC_A_2023_Fall",NA,"Fall 1",0,0.377333333333333,0.250791479914527,0.50387518675214,NA,"All","Supplementary","PF4","PF4",NA
"451","PF4_USC_A","Fall",2023,111,"PF4_USC_A 2023 B",0,"2023-10-11",284,"B",1,71.6,NA,"RBT",15,0,30,0,NA,NA,NA,NA,NA,NA,1,"PF4_USC_A_2023_Fall",0,"Fall",100.558659217877,0.298333333333333,0.231709442546849,0.364957224119818,NA,"Age0","Supplementary","PF4","PF4",NA
"452","PF4_USC_A","Fall",2023,114,"PF4_USC_A 2023 B",0,"2023-10-11",284,"B",1,104.775862068966,NA,"RBT",41,0,58,0,NA,NA,NA,NA,NA,NA,1,"PF4_USC_A_2023_Fall",0,"Fall 1",219.111111111111,0.264705882352941,0.208935518405683,0.3204762463002,NA,"Age0andUp","Supplementary","PF4","PF4",NA
"453","PF4_USC_A","Fall",2023,114,"PF4_USC_A 2023 B",0,"2023-10-11",284,"B",1,140.321428571429,NA,"RBT",26,0,28,0,NA,NA,NA,NA,NA,NA,1,"PF4_USC_A_2023_Fall",0,"Fall 1",74.2049469964665,0.377333333333333,0.250791479914527,0.50387518675214,NA,"Age1andUp","Supplementary","PF4","PF4",NA
"454","PF4_USC_A","Spring",2023,115,"PF4_USC_A 2023 A",0,"2023-06-29",180,"A",1,114.528846153846,NA,"RBT",81,0,104,0,NA,NA,NA,NA,NA,NA,1,"PF4_USC_A_2023_Spring",0,"Spring 1",458.823529411764,0.226666666666667,0.143858116383498,0.309475216949835,NA,"Age0andUp","Supplementary","PF4","PF4",NA
"455","PF4_USC_A","Spring",2023,115,"PF4_USC_A 2023 A",0,"2023-06-29",180,"A",1,130.048780487805,NA,"RBT",80,0,82,0,NA,NA,NA,NA,NA,NA,1,"PF4_USC_A_2023_Spring",0,"Spring 1",316.738197424893,0.258888888888889,0.16824845395809,0.349529323819688,NA,"Age1andUp","Supplementary","PF4","PF4",NA
"456","PF4_USC_A","Spring",2023,115,"PF4_USC_A 2023 A",0,"2023-06-29",180,"A",1,NA,NA,"Bass",0,0,0,0,NA,NA,NA,NA,NA,NA,1,"PF4_USC_A_2023_Spring",NA,"Spring 1",0,0.258888888888889,0.16824845395809,0.349529323819688,NA,"All","Supplementary","PF4","PF4",NA
"457","PF4_USC_A","Spring",2023,112,"PF4_USC_A 2023 A",0,"2023-06-29",180,"A",1,56.6818181818182,NA,"RBT",1,0,22,0,NA,NA,NA,NA,NA,NA,1,"PF4_USC_A_2023_Spring",0,"Spring",92.6315789473684,0.2375,-0.0196885482157658,0.494688548215766,NA,"Age0","Supplementary","PF4","PF4",NA
"458","PF5_A","Fall",2017,116,"PF5_A 2017 A",140,"2017-10-17",290,"A",2,124.305555555556,77,"RBT",21,5,21,15,0.24,87.5,58,14.949650948837,87,29,1,"PF5_A_2017_Fall",0.714285714285714,"Fall 1",55.6537102473499,0.377333333333333,0.250791479914527,0.50387518675214,0.397526501766785,"Age1andUp","Abundance","PF5","PF5_pre","before"
"459","PF5_A","Fall",2017,113,"PF5_A 2017 A",140,"2017-10-17",290,"A",2,81.474358974359,70,"RBT",54,5,54,24,0.09,600,228,71.2731443891113,368,88,1,"PF5_A_2017_Fall",0.444444444444444,"Fall",181.005586592179,0.298333333333333,0.231709442546849,0.364957224119818,1.29289704708699,"Age0","Abundance","PF5","PF5_pre","before"
